winner,loser,winner_wins,loser_wins,total_games,win_percentage,lose_percentage
mewtwo,sephiroth,740,719,1459,50.72,49.28
megaman,yoshi,1410,1370,2780,50.72,49.28
greninja,peach,811,788,1599,50.72,49.28
kirby,darkpit,636,618,1254,50.72,49.28
olimar,iceclimbers,177,172,349,50.72,49.28
luigi,shulk,1135,1103,2238,50.71,49.29
bowser,incineroar,3410,3314,6724,50.71,49.29
sora,chrom,430,418,848,50.71,49.29
luigi,ness,3959,3849,7808,50.70,49.30
jigglypuff,byleth,2027,1971,3998,50.70,49.30
kirby,pichu,616,599,1215,50.70,49.30
fox,sonic,2330,2266,4596,50.70,49.30
hero,chrom,657,639,1296,50.69,49.31
shulk,megaman,513,499,1012,50.69,49.31
isabelle,toonlink,631,614,1245,50.68,49.32
donkeykong,kazuya,2266,2205,4471,50.68,49.32
bayonetta,steve,2564,2495,5059,50.68,49.32
mewtwo,piranhaplant,561,546,1107,50.68,49.32
terry,toonlink,1461,1422,2883,50.68,49.32
luigi,sonic,2744,2671,5415,50.67,49.33
drmario,iceclimbers,301,293,594,50.67,49.33
pokemontrainer,olimar,640,623,1263,50.67,49.33
corrin,byleth,1246,1213,2459,50.67,49.33
toonlink,incineroar,1021,994,2015,50.67,49.33
luigi,bowserjr,1438,1400,2838,50.67,49.33
pit,cloud,1178,1147,2325,50.67,49.33
donkeykong,darksamus,762,742,1504,50.66,49.34
inkling,younglink,1986,1934,3920,50.66,49.34
sora,mario,1797,1750,3547,50.66,49.34
zerosuitsamus,pichu,654,637,1291,50.66,49.34
hero,incineroar,1539,1499,3038,50.66,49.34
villager,ness,1043,1016,2059,50.66,49.34
sora,byleth,1701,1657,3358,50.66,49.34
sora,megaman,619,603,1222,50.65,49.35
sora,falco,1782,1736,3518,50.65,49.35
robin,wiifittrainer,865,843,1708,50.64,49.36
yoshi,pokemontrainer,4248,4140,8388,50.64,49.36
shulk,daisy,197,192,389,50.64,49.36
ganondorf,joker,2843,2771,5614,50.64,49.36
luigi,rosalina,793,773,1566,50.64,49.36
chrom,joker,1475,1438,2913,50.64,49.36
kingkrool,diddykong,1477,1440,2917,50.63,49.37
terry,miigunner,799,779,1578,50.63,49.37
steve,duckhunt,1200,1170,2370,50.63,49.37
bowserjr,wario,641,625,1266,50.63,49.37
piranhaplant,falco,1373,1339,2712,50.63,49.37
zerosuitsamus,pyra,1941,1893,3834,50.63,49.37
kingdedede,diddykong,1378,1344,2722,50.62,49.38
miibrawler,toonlink,527,514,1041,50.62,49.38
banjokazooie,miigunner,449,438,887,50.62,49.38
miibrawler,hero,858,837,1695,50.62,49.38
peach,pokemontrainer,1268,1237,2505,50.62,49.38
roy,sephiroth,1763,1720,3483,50.62,49.38
sora,donkeykong,1487,1451,2938,50.61,49.39
megaman,wolf,1779,1736,3515,50.61,49.39
olimar,kingkrool,416,406,822,50.61,49.39
samus,kingkrool,2347,2291,4638,50.60,49.40
hero,ness,2737,2672,5409,50.60,49.40
kirby,marth,679,663,1342,50.60,49.40
simon,sheik,85,83,168,50.60,49.40
metaknight,toonlink,470,459,929,50.59,49.41
miiswordfighter,fox,470,459,929,50.59,49.41
darksamus,mewtwo,343,335,678,50.59,49.41
zerosuitsamus,chrom,729,712,1441,50.59,49.41
villager,kingdedede,644,629,1273,50.59,49.41
sora,villager,387,378,765,50.59,49.41
link,littlemac,1766,1725,3491,50.59,49.41
rob,daisy,519,507,1026,50.58,49.42
peach,hero,736,719,1455,50.58,49.42
falco,donkeykong,2385,2330,4715,50.58,49.42
olimar,ness,781,763,1544,50.58,49.42
greninja,rosalina,521,509,1030,50.58,49.42
daisy,ike,305,298,603,50.58,49.42
mewtwo,pyra,1177,1150,2327,50.58,49.42
isabelle,chrom,394,385,779,50.58,49.42
kingdedede,greninja,1541,1506,3047,50.57,49.43
isabelle,wiifittrainer,749,732,1481,50.57,49.43
villager,jigglypuff,529,517,1046,50.57,49.43
pyra,jigglypuff,2475,2419,4894,50.57,49.43
iceclimbers,cloud,1415,1383,2798,50.57,49.43
kingkrool,isabelle,1200,1173,2373,50.57,49.43
banjokazooie,zelda,1470,1437,2907,50.57,49.43
pichu,incineroar,802,784,1586,50.57,49.43
samus,zelda,1745,1706,3451,50.57,49.43
banjokazooie,kingdedede,1663,1626,3289,50.56,49.44
samus,ganondorf,1439,1407,2846,50.56,49.44
bowser,toonlink,1800,1760,3560,50.56,49.44
piranhaplant,ryu,362,354,716,50.56,49.44
ken,villager,273,267,540,50.56,49.44
roy,cloud,4081,3992,8073,50.55,49.45
sephiroth,pyra,2898,2835,5733,50.55,49.45
pyra,sora,2668,2610,5278,50.55,49.45
miigunner,donkeykong,645,631,1276,50.55,49.45
metaknight,link,740,724,1464,50.55,49.45
miibrawler,miiswordfighter,512,501,1013,50.54,49.46
ganondorf,kingkrool,2195,2148,4343,50.54,49.46
shulk,incineroar,894,875,1769,50.54,49.46
ike,sora,989,968,1957,50.54,49.46
shulk,pichu,425,416,841,50.54,49.46
rosalina,incineroar,567,555,1122,50.53,49.47
wario,falco,1419,1389,2808,50.53,49.47
bowser,zerosuitsamus,2472,2420,4892,50.53,49.47
daisy,sephiroth,334,327,661,50.53,49.47
cloud,toonlink,2106,2062,4168,50.53,49.47
zerosuitsamus,incineroar,1581,1548,3129,50.53,49.47
cloud,peach,1822,1784,3606,50.53,49.47
ganondorf,darkpit,625,612,1237,50.53,49.47
link,zerosuitsamus,1683,1648,3331,50.53,49.47
inkling,diddykong,1829,1791,3620,50.52,49.48
mewtwo,darkpit,340,333,673,50.52,49.48
hero,corrin,925,906,1831,50.52,49.48
ike,chrom,780,764,1544,50.52,49.48
iceclimbers,bayonetta,586,574,1160,50.52,49.48
incineroar,littlemac,1809,1772,3581,50.52,49.48
snake,rob,4904,4804,9708,50.52,49.48
hero,falco,1717,1682,3399,50.51,49.49
sonic,minmin,2213,2168,4381,50.51,49.49
olimar,chrom,197,193,390,50.51,49.49
snake,richter,1035,1014,2049,50.51,49.49
palutena,ike,2715,2660,5375,50.51,49.49
corrin,kirby,940,921,1861,50.51,49.49
bowserjr,zelda,940,921,1861,50.51,49.49
falco,kingkrool,2430,2381,4811,50.51,49.49
link,ridley,1298,1272,2570,50.51,49.49
donkeykong,pichu,899,881,1780,50.51,49.49
random,marth,200,196,396,50.51,49.49
hero,mario,2053,2012,4065,50.50,49.50
snake,wiifittrainer,2114,2072,4186,50.50,49.50
drmario,ridley,559,548,1107,50.50,49.50
zerosuitsamus,captainfalcon,2088,2047,4135,50.50,49.50
olimar,wolf,917,899,1816,50.50,49.50
falco,chrom,917,899,1816,50.50,49.50
isabelle,pyra,1439,1411,2850,50.49,49.51
wario,sora,874,857,1731,50.49,49.51
sheik,pit,206,202,408,50.49,49.51
richter,zerosuitsamus,568,557,1125,50.49,49.51
mrgameandwatch,link,1974,1936,3910,50.49,49.51
duckhunt,greninja,572,561,1133,50.49,49.51
pikachu,link,2198,2156,4354,50.48,49.52
ken,drmario,583,572,1155,50.48,49.52
wario,ness,1753,1720,3473,50.48,49.52
luigi,megaman,1116,1095,2211,50.47,49.53
captainfalcon,wolf,3880,3807,7687,50.47,49.53
kirby,lucario,479,470,949,50.47,49.53
kingdedede,iceclimbers,800,785,1585,50.47,49.53
chrom,kirby,587,576,1163,50.47,49.53
bowser,mrgameandwatch,3262,3201,6463,50.47,49.53
shulk,ryu,377,370,747,50.47,49.53
incineroar,wolf,2698,2648,5346,50.47,49.53
donkeykong,peach,974,956,1930,50.47,49.53
miiswordfighter,sephiroth,543,533,1076,50.46,49.54
ness,donkeykong,3589,3524,7113,50.46,49.54
banjokazooie,sonic,2162,2123,4285,50.46,49.54
mrgameandwatch,inkling,2164,2125,4289,50.45,49.55
pichu,captainfalcon,1055,1036,2091,50.45,49.55
piranhaplant,younglink,786,772,1558,50.45,49.55
metaknight,wiifittrainer,450,442,892,50.45,49.55
bowser,peach,1529,1502,3031,50.45,49.55
kingkrool,mrgameandwatch,2054,2018,4072,50.44,49.56
terry,ganondorf,1999,1964,3963,50.44,49.56
miibrawler,ridley,687,675,1362,50.44,49.56
greninja,megaman,804,790,1594,50.44,49.56
kazuya,metaknight,691,679,1370,50.44,49.56
rosalina,littlemac,525,516,1041,50.43,49.57
miigunner,samus,645,634,1279,50.43,49.57
zelda,duckhunt,648,637,1285,50.43,49.57
villager,kirby,414,407,821,50.43,49.57
wario,pokemontrainer,1779,1749,3528,50.43,49.57
pokemontrainer,younglink,2079,2044,4123,50.42,49.58
joker,byleth,3803,3739,7542,50.42,49.58
wario,link,1251,1230,2481,50.42,49.58
pichu,wario,596,586,1182,50.42,49.58
iceclimbers,pyra,1018,1001,2019,50.42,49.58
miibrawler,villager,300,295,595,50.42,49.58
younglink,wario,963,947,1910,50.42,49.58
pyra,mrgameandwatch,3070,3019,6089,50.42,49.58
ganondorf,shulk,663,652,1315,50.42,49.58
sora,metaknight,603,593,1196,50.42,49.58
shulk,drmario,363,357,720,50.42,49.58
sonic,donkeykong,2443,2403,4846,50.41,49.59
daisy,mrgameandwatch,367,361,728,50.41,49.59
roy,younglink,1594,1568,3162,50.41,49.59
peach,diddykong,737,725,1462,50.41,49.59
sonic,pacman,2403,2364,4767,50.41,49.59
palutena,ryu,991,975,1966,50.41,49.59
olimar,duckhunt,249,245,494,50.40,49.60
fox,hero,1339,1318,2657,50.40,49.60
sonic,kingdedede,2360,2323,4683,50.40,49.60
kazuya,greninja,1539,1515,3054,50.39,49.61
ganondorf,isabelle,770,758,1528,50.39,49.61
mario,pyra,3212,3163,6375,50.38,49.62
fox,littlemac,1314,1294,2608,50.38,49.62
piranhaplant,cloud,2249,2215,4464,50.38,49.62
peach,banjokazooie,662,652,1314,50.38,49.62
yoshi,link,3122,3075,6197,50.38,49.62
toonlink,zerosuitsamus,865,852,1717,50.38,49.62
daisy,wolf,533,525,1058,50.38,49.62
olimar,corrin,267,263,530,50.38,49.62
pokemontrainer,zerosuitsamus,2203,2170,4373,50.38,49.62
incineroar,metaknight,735,724,1459,50.38,49.62
megaman,wiifittrainer,744,733,1477,50.37,49.63
mrgameandwatch,littlemac,1700,1675,3375,50.37,49.63
miibrawler,falco,1254,1236,2490,50.36,49.64
pichu,olimar,211,208,419,50.36,49.64
link,diddykong,1487,1466,2953,50.36,49.64
hero,pichu,568,560,1128,50.35,49.65
terry,robin,1729,1705,3434,50.35,49.65
diddykong,ridley,1014,1000,2014,50.35,49.65
ryu,olimar,145,143,288,50.35,49.65
pikachu,cloud,3737,3686,7423,50.34,49.66
bowserjr,isabelle,596,588,1184,50.34,49.66
cloud,joker,7155,7059,14214,50.34,49.66
miibrawler,wolf,1588,1567,3155,50.33,49.67
peach,lucario,379,374,753,50.33,49.67
piranhaplant,ganondorf,988,975,1963,50.33,49.67
pokemontrainer,shulk,1380,1362,2742,50.33,49.67
darksamus,samus,921,909,1830,50.33,49.67
incineroar,younglink,1255,1239,2494,50.32,49.68
sonic,ness,3845,3796,7641,50.32,49.68
sora,kingdedede,1650,1629,3279,50.32,49.68
sonic,terry,3694,3647,7341,50.32,49.68
falco,captainfalcon,3226,3185,6411,50.32,49.68
corrin,miiswordfighter,316,312,628,50.32,49.68
terry,inkling,3083,3044,6127,50.32,49.68
link,kingkrool,2464,2433,4897,50.32,49.68
chrom,wolf,1465,1447,2912,50.31,49.69
peach,richter,247,244,491,50.31,49.69
banjokazooie,richter,578,571,1149,50.30,49.70
ryu,luigi,992,980,1972,50.30,49.70
bowser,donkeykong,4566,4511,9077,50.30,49.70
donkeykong,pacman,1993,1969,3962,50.30,49.70
kirby,captainfalcon,1828,1806,3634,50.30,49.70
sora,inkling,1335,1319,2654,50.30,49.70
pikachu,ganondorf,1352,1336,2688,50.30,49.70
toonlink,corrin,593,586,1179,50.30,49.70
pit,daisy,85,84,169,50.30,49.70
duckhunt,hero,777,768,1545,50.29,49.71
ike,pacman,1398,1382,2780,50.29,49.71
palutena,drmario,1404,1388,2792,50.29,49.71
ganondorf,yoshi,2473,2445,4918,50.28,49.72
diddykong,bayonetta,1445,1429,2874,50.28,49.72
hero,pacman,1808,1788,3596,50.28,49.72
robin,diddykong,823,814,1637,50.27,49.73
robin,megaman,549,543,1092,50.27,49.73
samus,palutena,3763,3722,7485,50.27,49.73
isabelle,villager,460,455,915,50.27,49.73
simon,metaknight,93,92,185,50.27,49.73
piranhaplant,incineroar,1218,1205,2423,50.27,49.73
wario,pikachu,1221,1208,2429,50.27,49.73
pokemontrainer,mario,3578,3540,7118,50.27,49.73
bayonetta,isabelle,853,844,1697,50.27,49.73
isabelle,littlemac,867,858,1725,50.26,49.74
palutena,darksamus,1352,1338,2690,50.26,49.74
lucas,younglink,1070,1059,2129,50.26,49.74
ridley,hero,973,963,1936,50.26,49.74
miibrawler,miigunner,489,484,973,50.26,49.74
miiswordfighter,samus,617,611,1228,50.24,49.76
pit,hero,516,511,1027,50.24,49.76
hero,megaman,937,928,1865,50.24,49.76
littlemac,pyra,2438,2415,4853,50.24,49.76
incineroar,lucas,1488,1474,2962,50.24,49.76
captainfalcon,littlemac,2180,2160,4340,50.23,49.77
roy,chrom,1206,1195,2401,50.23,49.77
palutena,inkling,3845,3810,7655,50.23,49.77
duckhunt,bayonetta,779,772,1551,50.23,49.77
miibrawler,shulk,446,442,888,50.23,49.77
drmario,kingkrool,1011,1002,2013,50.22,49.78
inkling,banjokazooie,1777,1762,3539,50.21,49.79
greninja,bowser,2634,2612,5246,50.21,49.79
mario,fox,2249,2231,4480,50.20,49.80
kingkrool,lucas,1656,1643,3299,50.20,49.80
wiifittrainer,darksamus,513,509,1022,50.20,49.80
lucina,random,387,384,771,50.19,49.81
isabelle,luigi,1171,1162,2333,50.19,49.81
darksamus,miiswordfighter,262,260,522,50.19,49.81
cloud,rosalina,1062,1054,2116,50.19,49.81
bowser,mewtwo,1347,1337,2684,50.19,49.81
miiswordfighter,greninja,412,409,821,50.18,49.82
lucas,fox,1240,1231,2471,50.18,49.82
younglink,wolf,2917,2896,5813,50.18,49.82
ike,bowser,2740,2721,5461,50.17,49.83
zelda,darksamus,578,574,1152,50.17,49.83
shulk,olimar,444,441,885,50.17,49.83
yoshi,peach,1345,1336,2681,50.17,49.83
palutena,luigi,3740,3715,7455,50.17,49.83
littlemac,hero,1512,1502,3014,50.17,49.83
sephiroth,cloud,3327,3305,6632,50.17,49.83
cloud,yoshi,5663,5626,11289,50.16,49.84
ness,isabelle,1558,1548,3106,50.16,49.84
ike,mrgameandwatch,2055,2042,4097,50.16,49.84
samus,megaman,949,943,1892,50.16,49.84
simon,megaman,163,162,325,50.15,49.85
palutena,sonic,3825,3802,7627,50.15,49.85
daisy,pokemontrainer,509,506,1015,50.15,49.85
drmario,pacman,862,857,1719,50.15,49.85
ness,metaknight,1050,1044,2094,50.14,49.86
terry,greninja,2121,2109,4230,50.14,49.86
miibrawler,ganondorf,738,734,1472,50.14,49.86
drmario,olimar,189,188,377,50.13,49.87
mario,banjokazooie,1908,1898,3806,50.13,49.87
rosalina,ridley,382,380,762,50.13,49.87
darkpit,pikachu,814,810,1624,50.12,49.88
mewtwo,lucas,633,630,1263,50.12,49.88
villager,lucario,211,210,421,50.12,49.88
toonlink,bowserjr,634,631,1265,50.12,49.88
hero,cloud,2973,2959,5932,50.12,49.88
pichu,piranhaplant,426,424,850,50.12,49.88
mrgameandwatch,cloud,4318,4298,8616,50.12,49.88
link,villager,649,646,1295,50.12,49.88
ganondorf,captainfalcon,2454,2443,4897,50.11,49.89
captainfalcon,younglink,2011,2002,4013,50.11,49.89
ganondorf,hero,1213,1208,2421,50.10,49.90
villager,lucas,511,509,1020,50.10,49.90
pokemontrainer,littlemac,2322,2313,4635,50.10,49.90
robin,sonic,1347,1342,2689,50.09,49.91
toonlink,pyra,1402,1397,2799,50.09,49.91
link,mario,2821,2811,5632,50.09,49.91
fox,greninja,1789,1783,3572,50.08,49.92
kirby,falco,1503,1498,3001,50.08,49.92
donkeykong,simon,312,311,623,50.08,49.92
pichu,ganondorf,629,627,1256,50.08,49.92
drmario,miiswordfighter,317,316,633,50.08,49.92
ryu,greninja,639,637,1276,50.08,49.92
pokemontrainer,miibrawler,1390,1386,2776,50.07,49.93
jigglypuff,captainfalcon,2438,2431,4869,50.07,49.93
jigglypuff,inkling,2223,2217,4440,50.07,49.93
wolf,pikachu,3360,3351,6711,50.07,49.93
lucas,shulk,788,786,1574,50.06,49.94
luigi,samus,2396,2390,4786,50.06,49.94
wario,kirby,813,811,1624,50.06,49.94
pyra,simon,413,412,825,50.06,49.94
lucas,rosalina,433,432,865,50.06,49.94
pikachu,chrom,876,874,1750,50.06,49.94
marth,jigglypuff,933,931,1864,50.05,49.95
palutena,falco,3373,3366,6739,50.05,49.95
incineroar,kingkrool,2463,2458,4921,50.05,49.95
incineroar,mewtwo,989,987,1976,50.05,49.95
incineroar,zelda,1527,1524,3051,50.05,49.95
yoshi,kingdedede,3065,3059,6124,50.05,49.95
hero,banjokazooie,1548,1545,3093,50.05,49.95
miiswordfighter,ike,536,535,1071,50.05,49.95
donkeykong,ryu,663,662,1325,50.04,49.96
miiswordfighter,yoshi,746,745,1491,50.03,49.97
yoshi,greninja,2428,2425,4853,50.03,49.97
zelda,miibrawler,814,813,1627,50.03,49.97
palutena,greninja,2653,2650,5303,50.03,49.97
ridley,sora,965,964,1929,50.03,49.97
ganondorf,zerosuitsamus,1052,1051,2103,50.02,49.98
joker,sheik,1338,1337,2675,50.02,49.98
bowser,captainfalcon,4702,4700,9402,50.01,49.99
yoshi,bowser,4846,4844,9690,50.01,49.99
diddykong,bowser,2432,2431,4863,50.01,49.99
hero,bowser,2722,2721,5443,50.01,49.99
ness,yoshi,4747,4747,9494,50.00,50.00
wolf,wolf,4580,4580,9160,50.00,50.00
littlemac,littlemac,3712,3712,7424,50.00,50.00
jigglypuff,jigglypuff,3249,3249,6498,50.00,50.00
robin,robin,1104,1104,2208,50.00,50.00
captainfalcon,captainfalcon,8407,8407,16814,50.00,50.00
captainfalcon,mewtwo,1188,1188,2376,50.00,50.00
ness,ness,6161,6161,12322,50.00,50.00
joker,joker,7831,7831,15662,50.00,50.00
rosalina,rosalina,219,219,438,50.00,50.00
snake,snake,4024,4024,8048,50.00,50.00
drmario,drmario,1881,1881,3762,50.00,50.00
sora,sora,3232,3232,6464,50.00,50.00
ganondorf,ganondorf,10870,10870,21740,50.00,50.00
pikachu,pikachu,2178,2178,4356,50.00,50.00
inkling,inkling,3059,3059,6118,50.00,50.00
wario,wario,1296,1296,2592,50.00,50.00
fox,fox,1815,1815,3630,50.00,50.00
kingdedede,kingdedede,3202,3202,6404,50.00,50.00
younglink,younglink,1351,1351,2702,50.00,50.00
link,link,2471,2471,4942,50.00,50.00
rob,rob,4275,4275,8550,50.00,50.00
chrom,chrom,637,637,1274,50.00,50.00
cloud,cloud,5732,5732,11464,50.00,50.00
lucina,lucina,2148,2148,4296,50.00,50.00
incineroar,incineroar,3723,3723,7446,50.00,50.00
bowserjr,bowserjr,1168,1168,2336,50.00,50.00
pikachu,younglink,1473,1473,2946,50.00,50.00
roy,roy,2610,2610,5220,50.00,50.00
kingkrool,kingkrool,5004,5004,10008,50.00,50.00
pokemontrainer,pokemontrainer,3781,3781,7562,50.00,50.00
ridley,ridley,1512,1512,3024,50.00,50.00
marth,marth,969,969,1938,50.00,50.00
zelda,zelda,2016,2016,4032,50.00,50.00
palutena,palutena,3735,3735,7470,50.00,50.00
yoshi,yoshi,4432,4432,8864,50.00,50.00
donkeykong,donkeykong,10749,10749,21498,50.00,50.00
richter,richter,296,296,592,50.00,50.00
diddykong,diddykong,1167,1167,2334,50.00,50.00
toonlink,toonlink,1003,1003,2006,50.00,50.00
luigi,olimar,532,532,1064,50.00,50.00
iceclimbers,palutena,1036,1036,2072,50.00,50.00
mrgameandwatch,mrgameandwatch,3727,3727,7454,50.00,50.00
falco,falco,2611,2611,5222,50.00,50.00
wiifittrainer,wiifittrainer,1395,1395,2790,50.00,50.00
daisy,daisy,82,82,164,50.00,50.00
sonic,sonic,3435,3435,6870,50.00,50.00
miibrawler,miibrawler,1462,1462,2924,50.00,50.00
greninja,greninja,1463,1463,2926,50.00,50.00
pit,pit,246,246,492,50.00,50.00
luigi,luigi,3956,3956,7912,50.00,50.00
metaknight,metaknight,401,401,802,50.00,50.00
ike,ike,2273,2273,4546,50.00,50.00
pichu,pichu,614,614,1228,50.00,50.00
darksamus,darksamus,252,252,504,50.00,50.00
bayonetta,bayonetta,1329,1329,2658,50.00,50.00
lucas,lucas,1556,1556,3112,50.00,50.00
zerosuitsamus,zerosuitsamus,1430,1430,2860,50.00,50.00
bowser,bowser,6323,6323,12646,50.00,50.00
pacman,pacman,1767,1767,3534,50.00,50.00
darkpit,darkpit,432,432,864,50.00,50.00
villager,villager,373,373,746,50.00,50.00
isabelle,isabelle,849,849,1698,50.00,50.00
shulk,shulk,736,736,1472,50.00,50.00
mario,mario,3448,3448,6896,50.00,50.00
peach,peach,437,437,874,50.00,50.00
kirby,kirby,2992,2992,5984,50.00,50.00
luigi,wiifittrainer,1604,1604,3208,50.00,50.00
miiswordfighter,miiswordfighter,874,874,1748,50.00,50.00
miigunner,villager,181,181,362,50.00,50.00
corrin,corrin,1291,1291,2582,50.00,50.00
lucario,lucario,443,443,886,50.00,50.00
olimar,olimar,379,379,758,50.00,50.00
piranhaplant,piranhaplant,1339,1339,2678,50.00,50.00
corrin,jigglypuff,1230,1230,2460,50.00,50.00
samus,samus,2204,2204,4408,50.00,50.00
iceclimbers,iceclimbers,493,493,986,50.00,50.00
megaman,megaman,1252,1252,2504,50.00,50.00
miigunner,miigunner,541,541,1082,50.00,50.00
ken,ken,834,834,1668,50.00,50.00
mewtwo,mewtwo,512,512,1024,50.00,50.00
duckhunt,duckhunt,389,389,778,50.00,50.00
hero,hero,3909,3909,7818,50.00,50.00
simon,simon,58,58,116,50.00,50.00
banjokazooie,banjokazooie,1696,1696,3392,50.00,50.00
ryu,ryu,272,272,544,50.00,50.00
terry,terry,3575,3575,7150,50.00,50.00
sheik,sheik,381,381,762,50.00,50.00
byleth,byleth,2309,2309,4618,50.00,50.00
kazuya,kazuya,5359,5359,10718,50.00,50.00
random,random,64016,64016,128032,50.00,50.00
minmin,minmin,1822,1822,3644,50.00,50.00
steve,steve,7271,7271,14542,50.00,50.00
pyra,pyra,6028,6028,12056,50.00,50.00
sephiroth,sephiroth,3679,3679,7358,50.00,50.00
